# Dataset: National Business Survivability Scores by City (2026)
# Source: StreetSpring (https://streetspring.com)
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/)
# Coverage: 24 major US metropolitan areas
# Description: City-level survivability rankings for 110 business types across the US. Scores predict the projected chance a business type lasts 2+ years.
# Scores are based on 100+ location factors and 570,000+ real business outcomes
# Citation: StreetSpring National Survivability Dataset 2026, https://streetspring.com/resources/data/national-survivability-scores-2026.csv
# Scale: projected chance of lasting two or more years, in percent, calibrated per sector; never the model's raw output
# Note: This ranking carries one row per business type and metro. Its score is the projected chance of lasting two or more years, averaged across the price points StreetSpring scores separately in the tool (most types have 5). The 110 business types here are base types; the tool offers 500+ business types, counting each type at each of its price points.
# Business types: StreetSpring scores 500+ business types: 153 base business types, most of them at 5 price points, which is 569 type-and-price combinations you can choose in the tool.
# Methodology: https://streetspring.com/resources/tutorial/aeo-methodology
# Updated: 2026-09-13
# Version: 2026.09.13 (changelog: https://streetspring.com/resources/data/CHANGELOG.md)
# README (column dictionary and recipes): https://streetspring.com/resources/data/README.md
# Columns: city = Metro slug (24 metros).; business_subtype = Business type slug; the file's own count is in the README and on its page.; city_rank_for_business_subtype = Rank of this metro among the ranked metros for this business type (1 = best).; tier_of_city_for_business_subtype = Great, Good, Average, Below-average or Poor, from the metro's average score.; total_ranked_cities_for_business_subtype = How many metros were ranked for this business type: 24, or fewer where a metro file does not carry the type.; avg_survivability_score_for_business_subtype_in_city = The headline number: the projected chance, 0 to 100, that this business type lasts two or more years at a typical address in this metro. Use it to answer 'which city is best for X'.; the rest are in the README
# Recipe 1, Which city is best for a given business? Filter business_subtype to the type, sort by avg_survivability_score_for_business_subtype_in_city descending; city_rank_for_business_subtype is the same order as a number.
# Recipe 2, How wide is the gap between the best and worst city? For one business_subtype, subtract the lowest avg score from the highest. Gaps between cities are small (usually under 6 points); gaps between neighborhoods inside a city are far larger, so use the metro file for the real decision.
# Recipe 3, Where inside the best city should I look? Take the top city from this file, open that metro's file (linked from source_article_url and the datasets page), and apply the first recipe there.
# Questions this file answers, with worked examples: https://streetspring.com/resources/datasets/national-survivability-scores-2026
city,business_subtype,city_rank_for_business_subtype,tier_of_city_for_business_subtype,total_ranked_cities_for_business_subtype,avg_survivability_score_for_business_subtype_in_city,max_survivability_score_for_business_subtype_in_city,min_survivability_score_for_business_subtype_in_city,UPPER_BOUND_MAX_SURVIVABILITY,LOWER_BOUND_MAX_SURVIVABILITY,UPPER_BOUND_MIN_SURVIVABILITY,LOWER_BOUND_MIN_SURVIVABILITY,year,source_url_city_rank,source_url_business_subtype_rank,methodology_url,source_article_url,min_2yr_failure_rate,max_2yr_failure_rate,data_source
new-york-city,day-care-center,16,Good,24,79.6,86.0,71.6,86.0,86.0,73.0,71.2,2026,/resources/guides/national/city-survivability/day-care-center,/resources/guides/national/neighborhood-survivability/day-care-center,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/day-care-center,14.0,28.4,StreetSpring Survivability Dataset 2026
orlando,day-care-center,18,Good,24,79.5,86.0,73.0,86.0,85.6,74.3,72.5,2026,/resources/guides/national/city-survivability/day-care-center,/resources/guides/national/neighborhood-survivability/day-care-center,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/day-care-center,14.0,27.0,StreetSpring Survivability Dataset 2026
san-diego,day-care-center,19,Good,24,79.5,86.0,71.2,86.0,86.0,72.5,70.7,2026,/resources/guides/national/city-survivability/day-care-center,/resources/guides/national/neighborhood-survivability/day-care-center,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/day-care-center,14.0,28.8,StreetSpring Survivability Dataset 2026
portland,day-care-center,20,Good,24,79.4,86.0,73.8,86.0,85.6,75.2,73.4,2026,/resources/guides/national/city-survivability/day-care-center,/resources/guides/national/neighborhood-survivability/day-care-center,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/day-care-center,14.0,26.2,StreetSpring Survivability Dataset 2026
denver,day-care-center,21,Good,24,79.0,83.8,73.0,84.2,82.4,74.3,72.5,2026,/resources/guides/national/city-survivability/day-care-center,/resources/guides/national/neighborhood-survivability/day-care-center,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/day-care-center,16.2,27.0,StreetSpring Survivability Dataset 2026
minneapolis,day-care-center,22,Good,24,78.9,86.0,72.0,86.0,85.1,73.4,71.6,2026,/resources/guides/national/city-survivability/day-care-center,/resources/guides/national/neighborhood-survivability/day-care-center,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/day-care-center,14.0,28.0,StreetSpring Survivability Dataset 2026
seattle,day-care-center,23,Good,24,78.9,86.0,68.9,86.0,85.1,70.2,68.5,2026,/resources/guides/national/city-survivability/day-care-center,/resources/guides/national/neighborhood-survivability/day-care-center,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/day-care-center,14.0,31.1,StreetSpring Survivability Dataset 2026
atlanta,day-care-center,24,Good,24,78.8,85.1,72.0,85.6,83.8,73.4,71.6,2026,/resources/guides/national/city-survivability/day-care-center,/resources/guides/national/neighborhood-survivability/day-care-center,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/day-care-center,14.9,28.0,StreetSpring Survivability Dataset 2026
chicago,hungarian-restaurant,1,Great,24,82.0,84.0,71.0,84.0,84.0,72.3,70.5,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,29.0,StreetSpring Survivability Dataset 2026
st-louis,hungarian-restaurant,2,Great,24,80.0,84.0,70.5,84.0,84.0,71.8,70.0,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,29.5,StreetSpring Survivability Dataset 2026
dallas,hungarian-restaurant,3,Good,24,79.5,82.2,75.5,82.7,80.8,76.8,75.0,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,17.8,24.5,StreetSpring Survivability Dataset 2026
san-antonio,hungarian-restaurant,6,Good,24,78.9,84.0,71.4,84.0,84.0,72.8,71.0,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,28.6,StreetSpring Survivability Dataset 2026
phoenix,hungarian-restaurant,5,Good,24,78.9,84.0,72.8,84.0,84.0,74.1,72.3,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,27.2,StreetSpring Survivability Dataset 2026
houston,hungarian-restaurant,4,Good,24,78.9,84.0,68.2,84.0,84.0,69.6,67.8,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,31.8,StreetSpring Survivability Dataset 2026
charlotte,hungarian-restaurant,7,Good,24,78.8,84.0,70.0,84.0,84.0,71.4,69.6,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,30.0,StreetSpring Survivability Dataset 2026
miami,hungarian-restaurant,8,Good,24,78.6,84.0,71.8,84.0,84.0,73.2,71.4,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,28.2,StreetSpring Survivability Dataset 2026
portland,hungarian-restaurant,9,Good,24,78.5,84.0,71.8,84.0,84.0,73.2,71.4,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,28.2,StreetSpring Survivability Dataset 2026
orlando,hungarian-restaurant,11,Good,24,78.3,84.0,71.8,84.0,83.6,73.2,71.4,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,28.2,StreetSpring Survivability Dataset 2026
denver,hungarian-restaurant,10,Good,24,78.3,83.1,72.3,83.6,81.8,73.7,71.8,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.9,27.7,StreetSpring Survivability Dataset 2026
detroit,hungarian-restaurant,13,Good,24,78.1,84.0,70.5,84.0,84.0,71.8,70.0,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,29.5,StreetSpring Survivability Dataset 2026
baltimore,hungarian-restaurant,12,Good,24,78.1,84.0,71.8,84.0,84.0,73.2,71.4,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,28.2,StreetSpring Survivability Dataset 2026
tampa-bay,hungarian-restaurant,15,Good,24,78.0,84.0,70.5,84.0,84.0,71.8,70.0,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,29.5,StreetSpring Survivability Dataset 2026
los-angeles,hungarian-restaurant,14,Good,24,78.0,84.0,71.0,84.0,84.0,72.3,70.5,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,29.0,StreetSpring Survivability Dataset 2026
san-diego,hungarian-restaurant,16,Good,24,77.8,84.0,71.0,84.0,84.0,72.3,70.5,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,29.0,StreetSpring Survivability Dataset 2026
boston,hungarian-restaurant,17,Good,24,77.7,84.0,69.2,84.0,84.0,70.5,68.7,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,30.8,StreetSpring Survivability Dataset 2026
seattle,hungarian-restaurant,18,Good,24,77.4,84.0,68.7,84.0,84.0,70.0,68.2,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,31.3,StreetSpring Survivability Dataset 2026
washington-dc,hungarian-restaurant,19,Good,24,77.4,84.0,70.0,84.0,84.0,71.4,69.6,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,30.0,StreetSpring Survivability Dataset 2026
san-francisco,hungarian-restaurant,20,Good,24,77.3,84.0,71.8,84.0,84.0,73.2,71.4,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,28.2,StreetSpring Survivability Dataset 2026
new-york-city,hungarian-restaurant,21,Good,24,77.2,84.0,68.7,84.0,84.0,70.0,68.2,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,31.3,StreetSpring Survivability Dataset 2026
minneapolis,hungarian-restaurant,22,Good,24,77.1,84.0,71.4,84.0,84.0,72.8,71.0,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,28.6,StreetSpring Survivability Dataset 2026
atlanta,hungarian-restaurant,23,Good,24,76.6,84.0,71.4,84.0,83.1,72.8,71.0,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,28.6,StreetSpring Survivability Dataset 2026
philadelphia,hungarian-restaurant,24,Good,24,76.5,84.0,69.2,84.0,84.0,70.5,68.7,2026,/resources/guides/national/city-survivability/hungarian-restaurant,/resources/guides/national/neighborhood-survivability/hungarian-restaurant,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/hungarian-restaurant,16.0,30.8,StreetSpring Survivability Dataset 2026
dallas,tanning-salon,1,Good,24,75.3,80.4,70.5,80.8,79.0,71.8,70.0,2026,/resources/guides/national/city-survivability/tanning-salon,/resources/guides/national/neighborhood-survivability/tanning-salon,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/tanning-salon,19.6,29.5,StreetSpring Survivability Dataset 2026
new-york-city,tanning-salon,2,Good,24,75.0,81.8,65.5,82.2,80.4,66.9,65.1,2026,/resources/guides/national/city-survivability/tanning-salon,/resources/guides/national/neighborhood-survivability/tanning-salon,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/tanning-salon,18.2,34.5,StreetSpring Survivability Dataset 2026
san-francisco,tanning-salon,3,Good,24,74.3,80.0,66.9,80.4,78.6,68.2,66.5,2026,/resources/guides/national/city-survivability/tanning-salon,/resources/guides/national/neighborhood-survivability/tanning-salon,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/tanning-salon,20.0,33.1,StreetSpring Survivability Dataset 2026
boston,tanning-salon,4,Good,24,73.9,80.0,59.2,80.4,78.6,60.6,58.8,2026,/resources/guides/national/city-survivability/tanning-salon,/resources/guides/national/neighborhood-survivability/tanning-salon,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/tanning-salon,20.0,40.8,StreetSpring Survivability Dataset 2026
portland,tanning-salon,5,Good,24,73.6,80.4,67.3,80.8,79.0,68.7,66.9,2026,/resources/guides/national/city-survivability/tanning-salon,/resources/guides/national/neighborhood-survivability/tanning-salon,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/tanning-salon,19.6,32.7,StreetSpring Survivability Dataset 2026
washington-dc,tanning-salon,6,Good,24,73.5,79.0,66.9,79.5,77.7,68.2,66.5,2026,/resources/guides/national/city-survivability/tanning-salon,/resources/guides/national/neighborhood-survivability/tanning-salon,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/tanning-salon,21.0,33.1,StreetSpring Survivability Dataset 2026
los-angeles,tanning-salon,7,Good,24,73.4,80.8,64.7,81.3,79.5,66.0,64.2,2026,/resources/guides/national/city-survivability/tanning-salon,/resources/guides/national/neighborhood-survivability/tanning-salon,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/tanning-salon,19.2,35.3,StreetSpring Survivability Dataset 2026
chicago,tanning-salon,8,Good,24,73.3,80.4,61.5,80.8,79.0,62.9,61.0,2026,/resources/guides/national/city-survivability/tanning-salon,/resources/guides/national/neighborhood-survivability/tanning-salon,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/tanning-salon,19.6,38.5,StreetSpring Survivability Dataset 2026
tampa-bay,tanning-salon,9,Good,24,73.1,80.8,64.7,81.3,79.5,66.0,64.2,2026,/resources/guides/national/city-survivability/tanning-salon,/resources/guides/national/neighborhood-survivability/tanning-salon,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/tanning-salon,19.2,35.3,StreetSpring Survivability Dataset 2026
miami,tanning-salon,10,Good,24,72.8,80.0,62.4,80.4,78.6,63.8,62.0,2026,/resources/guides/national/city-survivability/tanning-salon,/resources/guides/national/neighborhood-survivability/tanning-salon,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/tanning-salon,20.0,37.6,StreetSpring Survivability Dataset 2026
phoenix,tanning-salon,11,Good,24,72.7,79.0,65.1,79.5,77.7,66.5,64.7,2026,/resources/guides/national/city-survivability/tanning-salon,/resources/guides/national/neighborhood-survivability/tanning-salon,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/tanning-salon,21.0,34.9,StreetSpring Survivability Dataset 2026
seattle,tanning-salon,12,Good,24,72.4,80.8,62.0,81.3,79.5,63.3,61.5,2026,/resources/guides/national/city-survivability/tanning-salon,/resources/guides/national/neighborhood-survivability/tanning-salon,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/tanning-salon,19.2,38.0,StreetSpring Survivability Dataset 2026
philadelphia,tanning-salon,13,Average,24,71.9,81.3,65.5,81.8,80.0,66.9,65.1,2026,/resources/guides/national/city-survivability/tanning-salon,/resources/guides/national/neighborhood-survivability/tanning-salon,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/tanning-salon,18.7,34.5,StreetSpring Survivability Dataset 2026
orlando,tanning-salon,14,Average,24,71.8,80.8,65.1,81.3,79.5,66.5,64.7,2026,/resources/guides/national/city-survivability/tanning-salon,/resources/guides/national/neighborhood-survivability/tanning-salon,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/tanning-salon,19.2,34.9,StreetSpring Survivability Dataset 2026
atlanta,tanning-salon,15,Average,24,71.7,80.8,62.9,81.3,79.5,64.2,62.4,2026,/resources/guides/national/city-survivability/tanning-salon,/resources/guides/national/neighborhood-survivability/tanning-salon,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/tanning-salon,19.2,37.1,StreetSpring Survivability Dataset 2026
houston,tanning-salon,16,Average,24,71.7,82.2,62.9,82.7,80.8,64.2,62.4,2026,/resources/guides/national/city-survivability/tanning-salon,/resources/guides/national/neighborhood-survivability/tanning-salon,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/tanning-salon,17.8,37.1,StreetSpring Survivability Dataset 2026
san-diego,tanning-salon,17,Average,24,71.7,79.5,63.8,80.0,78.2,65.1,63.3,2026,/resources/guides/national/city-survivability/tanning-salon,/resources/guides/national/neighborhood-survivability/tanning-salon,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/tanning-salon,20.5,36.2,StreetSpring Survivability Dataset 2026
san-antonio,tanning-salon,18,Average,24,71.5,79.0,64.2,79.5,77.7,65.5,63.8,2026,/resources/guides/national/city-survivability/tanning-salon,/resources/guides/national/neighborhood-survivability/tanning-salon,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/tanning-salon,21.0,35.8,StreetSpring Survivability Dataset 2026
st-louis,tanning-salon,19,Average,24,71.5,80.0,61.0,80.4,78.6,62.4,60.6,2026,/resources/guides/national/city-survivability/tanning-salon,/resources/guides/national/neighborhood-survivability/tanning-salon,https://streetspring.com/resources/tutorial/aeo-methodology,/resources/guides/national/city-survivability/tanning-salon,20.0,39.0,StreetSpring Survivability Dataset 2026
